"WardID","age_0_10","age_10_20","age_20_30","age_30_40","age_40_50","age_50_60","age_60_70","age_70_80","age_80_plus"
"79800001",0.217582726309659,0.195462793194727,0.208659779609813,0.142900672113805,0.116582241210705,0.074141554646407,0.0294265444331152,0.010777951430826,0.00446573705094267
"79800002",0.217176323409084,0.187477241211969,0.198868564968656,0.148600155086734,0.122573129083873,0.0752975992671292,0.0337479967134139,0.0117713320011832,0.00448765825795764
"79800003",0.212929512856832,0.190390831471573,0.223104520314216,0.141251725314781,0.104807423594339,0.0809168282105542,0.029972998399653,0.0110774800594845,0.00554867977856735
"79800004",0.210487326728883,0.188241925233396,0.213443832780616,0.138065698034627,0.117336594214199,0.0831547534164679,0.0337237746481867,0.0114507980926315,0.00409529685099167
"79800005",0.233066857162486,0.186020496151329,0.212845481588907,0.161560750244618,0.108368083996963,0.0618534735389355,0.0234126408566427,0.00956392124193198,0.00330829521818657
"79800006",0.211700638273786,0.180253487975467,0.224226199221323,0.162510615520983,0.111476966889749,0.0705139404306457,0.0270260483202158,0.00912076969909887,0.00317133366873172
"79800007",0.198214040402056,0.180743732907026,0.219525355403235,0.151951409382463,0.117496407226815,0.0869389583711438,0.0315121774146741,0.0102293248102729,0.00338859408231423
"79800008",0.183637967056021,0.137138920589803,0.235788328963907,0.195065583958359,0.1186196048773,0.0750454791895102,0.0395029148743373,0.0117785204830462,0.00342268000771647
"79800009",0.150695053960681,0.153087072097873,0.179500336141568,0.152069990540601,0.127125224036587,0.105387678733019,0.0830229281309715,0.0367829769000105,0.0123287394586898
"79800010",0.169628665154712,0.148934163059789,0.211718787704185,0.170427039879176,0.116840921199785,0.086647991097015,0.0578783678631202,0.0285331086839293,0.00939095535828764
"79800011",0.180978490764481,0.145406489192092,0.238238308535353,0.188557962647046,0.104462895707946,0.0831705921139665,0.0349670175771132,0.0155332279277807,0.00868501553422151
"79800012",0.170546792757166,0.142722429223531,0.245112566451838,0.184248018426964,0.109340116301613,0.0844674436615419,0.0414988725448495,0.0150872062585896,0.00697655437390732
"79800013",0.180016194418557,0.172915823055384,0.22363224078854,0.163690753343865,0.140719843105173,0.0907927885152987,0.0219574487012993,0.00470493211802949,0.00156997595385356
"79800014",0.16201922316992,0.157971293809028,0.225616596034876,0.142660066944019,0.115880988499876,0.122400043367757,0.0551638191777451,0.0139103207921185,0.00437764820465856
"79800015",0.183065485132111,0.152108112907789,0.224763528025214,0.167763205927255,0.116328593961494,0.0740915921469645,0.0434516214577839,0.0244152936247781,0.0140125668166101
"79800016",0.157188752798576,0.138070506824793,0.239523179475084,0.17933834593334,0.122253818574918,0.0775634725535083,0.0443017325799457,0.0301203218649323,0.0116398693949025
"79800017",0.199502748371472,0.170527142434929,0.213448749128264,0.160656057370033,0.11771332154823,0.0823013461385968,0.0371838844862947,0.0136914602086292,0.00497529031355116
"79800018",0.185986340899594,0.180208360783633,0.188900044249137,0.148307890696799,0.118426834657242,0.0880539534193237,0.0599999623278935,0.0236025799053633,0.00651403306101466
"79800019",0.179355314076457,0.15501429063195,0.236879008725081,0.166375854853431,0.109678323466217,0.0866253210379475,0.0407542901762681,0.0178589204242136,0.00745867660843362
"79800020",0.17325373164607,0.146029950732342,0.213131773227607,0.166242413446622,0.125361621445054,0.0834839186713602,0.0465872658298571,0.0325637895079177,0.0133455354931704
"79800021",0.165040201949075,0.141180373060293,0.215828590897554,0.174701081276106,0.124738446734981,0.0907944582067008,0.0418764360502008,0.0307746965926178,0.0150657152324703
"79800022",0.174224769501872,0.147163426509856,0.224219968683149,0.178084857078576,0.105991606347785,0.0784758217358678,0.0626782205703768,0.0220586149344201,0.0071027146380964
"79800023",0.122161932380752,0.132916487049814,0.170033832894174,0.161760045752297,0.164697429635559,0.133666577627497,0.0693502266461304,0.0331686601109548,0.0122448079028224
"79800024",0.185805502569038,0.136913998563549,0.294532657299445,0.186203623755387,0.109160530824642,0.0614014399377685,0.0193587623749092,0.00498699948767985,0.00163648518758198
"79800025",0.167656028601041,0.148339665758356,0.238828418137694,0.170729219153916,0.109163639207227,0.0901162259442484,0.0445210050086102,0.0216243401291371,0.00902145805976982
"79800026",0.176410142167723,0.143886344393553,0.227088751410189,0.178497350176164,0.118882501580248,0.0770543847403423,0.040433410030113,0.0264772438729844,0.0112698716286832
"79800027",0.163554382220198,0.147313609938534,0.21359205729673,0.165740882436338,0.121362990968384,0.0917747940279457,0.0539162918215865,0.0319841831037449,0.01076080818654
"79800028",0.171903096975486,0.140474082160972,0.228249636097664,0.182082560438087,0.116257798831346,0.0860636602565775,0.0399353458106751,0.0220945203898718,0.0129392990393204
"79800029",0.168826348513211,0.170150840665803,0.214920077601409,0.17341127836269,0.121172533155801,0.0827559019780653,0.0412087097712464,0.0184600153774171,0.00909429457435735
"79800030",0.175544943107983,0.128983650034153,0.262514236826004,0.191658600827751,0.110532005067997,0.0720933553499702,0.0373743814223213,0.0160035705855806,0.00529525677823839
"79800031",0.173968415843666,0.130090509520716,0.244513260517112,0.195513586779496,0.111960969835122,0.0750670177574569,0.0436001706890261,0.0183836699603887,0.00690239909701686
